date,position,city,state,endorser,endorsee,endorser party,source,order,category,body,district,points
2019-01-02,governor,,NY,Andrew Cuomo,Joe Biden,D,https://www.cnn.com/2019/01/02/politics/cuomo-biden-best-case-2020/index.html,,Governors,,,8
2019-01-03,senator,,CA,Dianne Feinstein,Joe Biden,D,https://www.politico.com/story/2019/01/03/dianne-feinstein-2020-pick-joe-biden-1079024,,Senators,,,6
2019-01-08,senator,,DE,Thomas R. Carper,Joe Biden,D,https://fox61.com/2019/01/08/will-he-or-wont-he-joe-biden-looms-over-the-2020-field/,,Senators,,,6
2019-01-12,mayor,San Antonio,TX,Ron Nirenberg,Julian Castro,"",https://www.sacurrent.com/the-daily/archives/2019/01/12/former-san-antonio-mayor-julian-castro-launches-2020-presidential-bid-at-west-side-rally,6,Mayors,,,3
2019-01-21,DNC member,,CA,Laphonza Butler,Kamala Harris,D,https://www.politico.com/states/california/story/2019/01/21/kamala-harris-launches-campaign-for-president-804259,,DNC members,,,1
2019-01-25,DNC member,,DC,James J. Zogby,Bernie Sanders,D,https://twitter.com/jjz1600/status/1088974458885455872,,DNC members,,,1
2019-01-27,mayor,Oakland,CA,Libby Schaaf,Kamala Harris,D,https://www.mercurynews.com/2019/01/27/kamala-harris-president-oakland-rally-campaign-kickoff/,43,Mayors,,,3
2019-01-28,representative,,CA,Ted Lieu,Kamala Harris,D,https://thehill.com/homenews/house/427255-ted-lieu-endorses-kamala-harris-for-president-she-embraces-the-future,,Representatives,,33,3
2019-01-29,representative,,CA,Nanette Diaz Barragán,Kamala Harris,D,https://twitter.com/Nanette4CA/status/1090386597604978689,,Representatives,,44,3
2019-02-01,senator,,NJ,Robert Menendez,Cory Booker,D,https://twitter.com/BobMenendezNJ/status/1091391811040567297,,Senators,,,6
2019-02-01,governor,,NJ,Phil Murphy,Cory Booker,D,https://newjerseyglobe.com/fr/murphy-endorses-booker-presidential-bid/,,Governors,,,8
2019-02-04,DNC member,,SC,Clay N. Middleton,Cory Booker,D,https://www.postandcourier.com/politics/cory-booker-makes-key-campaign-hires-in-south-carolina/article_b4381394-287b-11e9-8c77-8fbeeae31ac7.html,,DNC members,,,1
2019-02-06,past vice president,,MN,Walter Mondale,Amy Klobuchar,D,https://www.prairiebusinessmagazine.com/news/government-and-politics/4567736-mondale-backs-klobuchar-bid-former-vp-likes-senators-chances,,Past presidents and vice presidents,,,10
2019-02-08,representative,,MA,James McGovern,Elizabeth Warren,D,https://twitter.com/heatherscope/status/1093944117380419585?s=21,,Representatives,,2,3
2019-02-09,president,,MA,Karen Spilka,Elizabeth Warren,D,https://www.boston.com/news/politics/2019/02/09/elizabeth-warren-endorsements-2020,,State legislative leaders,Senate,,2
2019-02-09,representative,,MA,Joseph P. Kennedy III,Elizabeth Warren,D,https://www.bostonherald.com/2019/02/09/warren-confirms-2020-presidential-bid/,,Representatives,,4,3
2019-02-09,representative,,MA,Lori Trahan,Elizabeth Warren,D,https://www.bostonherald.com/2019/02/09/warren-confirms-2020-presidential-bid/,,Representatives,,3,3
2019-02-09,senator,,MA,Edward J. Markey,Elizabeth Warren,D,https://www.bostonherald.com/2019/02/09/warren-confirms-2020-presidential-bid/,,Senators,,,6
2019-02-10,state auditor,,MN,Julie Blaha,Amy Klobuchar,D,https://twitter.com/julieblaha/status/1094683488203296768,106,Statewide officeholders,,,2
2019-02-10,lieutenant governor,,MN,Peggy Flanagan,Amy Klobuchar,D,https://www.minnpost.com/national/2019/02/klobuchar-launches-2020-presidential-bid/,103,Statewide officeholders,,,2
2019-02-10,speaker,,MN,Melissa Hortman,Amy Klobuchar,D,https://www.facebook.com/MelissaHortman/photos/a.749130508478704/2179548155436925/,,State legislative leaders,House,,2
2019-02-10,representative,,MN,Dean Phillips,Amy Klobuchar,D,https://twitter.com/deanbphillips/status/1094723519366221827,,Representatives,,3,3
2019-02-10,representative,,MN,Angie Craig,Amy Klobuchar,D,https://twitter.com/AngieCraigMN/status/1094711099998507015,,Representatives,,2,3
2019-02-10,mayor,Minneapolis,MN,Jacob Frey,Amy Klobuchar,D,https://www.minnpost.com/national/2019/02/klobuchar-launches-2020-presidential-bid/,44,Mayors,,,3
2019-02-10,governor,,MN,Tim Walz,Amy Klobuchar,D,https://www.youtube.com/watch?v=EYXpQGKiZhM,,Governors,,,8
2019-02-14,representative,,CA,Barbara Lee,Kamala Harris,D,https://www.cnn.com/2019/02/14/politics/kamala-harris-barbara-lee-cbc/index.html,,Representatives,,13,3
2019-02-15,governor,,CA,Gavin Newsom,Kamala Harris,D,https://www.politico.com/story/2019/02/15/gavin-newsom-endorses-kamala-harris-2020-1173317,,Governors,,,8
2019-02-19,lieutenant governor,,VT,David Zuckerman,Bernie Sanders,D,https://twitter.com/DaveZuckermanVT/status/1097975870973755392,207,Statewide officeholders,,,2
2019-02-19,representative,,VT,Peter Welch,Bernie Sanders,D,https://www.burlingtonfreepress.com/story/news/politics/2016/02/19/rep-peter-welch-supports-bernie-sanders/80614844/,,Representatives,,0,3
2019-02-19,senator,,VT,Patrick J. Leahy,Bernie Sanders,D,https://www.apnews.com/0eede4a4a5be4e2280eb8904c6fd1a39,,Senators,,,6
2019-02-20,DNC member,,TX,Emmy Ruiz,Kamala Harris,D,https://www.politico.com/story/2019/02/20/kamala-harris-2020-staff-1176679,,DNC members,,,1
2019-02-20,DNC member,,DC,Larry Cohen,Bernie Sanders,D,https://www.independent.co.uk/voices/bernie-sanders-2020-election-campaign-trump-democrat-candidate-race-a8788596.html,,DNC members,,,1
2019-02-20,mayor,San Juan,PR,Carmen Yulín Cruz,Bernie Sanders,D,https://twitter.com/CarmenYulinCruz/status/1098257728902819842,54,Mayors,,,3
2019-02-21,DNC member,,OH,Nina Turner,Bernie Sanders,D,https://www.cleveland.com/politics/2019/02/former-ohio-sen-nina-turner-to-serve-as-co-chair-of-bernie-sanders-campaign.html,,DNC members,,,1
2019-02-21,DNC member,,NJ,Marguerite M. Schaffer,Cory Booker,D,https://medium.com/@corybooker/50-nj-democrats-endorse-cory-booker-for-president-9eefb60c72d2,,DNC members,,,1
2019-02-21,lieutenant governor,,NJ,Sheila Oliver,Cory Booker,D,https://medium.com/@corybooker/50-nj-democrats-endorse-cory-booker-for-president-9eefb60c72d2,134,Statewide officeholders,,,2
2019-02-21,speaker,,NJ,Craig Coughlin,Cory Booker,D,https://medium.com/@corybooker/50-nj-democrats-endorse-cory-booker-for-president-9eefb60c72d2,,State legislative leaders,General Assembly,,2
2019-02-21,representative,,NJ,Albio Sires,Cory Booker,D,https://medium.com/@corybooker/50-nj-democrats-endorse-cory-booker-for-president-9eefb60c72d2,,Representatives,,8,3
2019-02-21,representative,,NJ,Frank Pallone Jr.,Cory Booker,D,https://medium.com/@corybooker/50-nj-democrats-endorse-cory-booker-for-president-9eefb60c72d2,,Representatives,,6,3
2019-02-21,representative,,NJ,Jeff Van Drew,Cory Booker,R,https://medium.com/@corybooker/50-nj-democrats-endorse-cory-booker-for-president-9eefb60c72d2,,Representatives,,2,3
2019-02-21,representative,,CA,Ro Khanna,Bernie Sanders,D,https://www.sfchronicle.com/politics/article/Bernie-Sanders-enlists-Ro-Khanna-for-presidential-13635537.php,,Representatives,,17,3
2019-02-26,superintendent of public instruction,,CA,Tony Thurmond,Kamala Harris,D,https://www.politico.com/amp/story/2019/02/26/kamala-harris-california-1186389,25,Statewide officeholders,,,2
2019-02-26,insurance commissioner,,CA,Ricardo Lara,Kamala Harris,D,https://www.politico.com/amp/story/2019/02/26/kamala-harris-california-1186389,24,Statewide officeholders,,,2
2019-02-26,senator,,DE,Christopher A. Coons,Joe Biden,D,https://www.breitbart.com/clips/2019/02/26/coons-i-absolutely-will-endorse-biden-if-he-runs/,,Senators,,,6
2019-02-28,representative,,CA,Julia Brownley,Kamala Harris,D,https://www.nbclosangeles.com/news/local/Rep-Julia-Brownley-Endorses-Kamala-Harris-for-President-506459851.html,,Representatives,,26,3
2019-03-01,attorney general,,WA,Bob Ferguson,Jay Inslee,D,https://www.thestranger.com/slog/2019/03/01/39403537/jay-inslee-announces-his-run-for-president,216,Statewide officeholders,,,2
2019-03-01,representative,,WA,Rick Larsen,Jay Inslee,D,https://www.seattlepi.com/local/politics/article/Inslee-Running-president-climate-change-campaign-13656077.php,,Representatives,,2,3
2019-03-07,attorney general,,DC,Karl Racine,Kamala Harris,D,https://www.washingtonpost.com/local/dc-politics/dc-attorney-general-karl-racine-endorses-kamala-harris-for-president/2019/03/07/bd43b860-40e2-11e9-9361-301ffb5bd5e6_story.html?utm_term=.4ebee8be575d,236,Statewide officeholders,,,2
2019-03-17,representative,,NY,Carolyn Maloney,Kirsten Gillibrand,D,https://twitter.com/carolynbmaloney/status/1107390398459248640?s=21,,Representatives,,12,3
2019-03-25,DNC member,,CA,Susie A. Shannon,Bernie Sanders,D,https://projects.fivethirtyeight.com/endorsements-2020-data/susie_shannon_endorsement.png,,DNC members,,,1
2019-04-11,former DNC chair,,MA,Steven Grossman,Pete Buttigieg,D,https://www.bostonglobe.com/metro/2019/04/11/buttigieg-campaign-getting-massachusetts-boost-from-grossman/lIQcax0i192wQlJoTxikqO/story.html,,Former party leaders,,,5
2019-04-12,DNC member,,NJ,Bernadette P. McPherson,Cory Booker,D,https://newjerseyglobe.com/national/two-dnc-members-endorse-booker/,,DNC members,,,1
2019-04-12,DNC member,,NJ,John Graham,Cory Booker,D,https://newjerseyglobe.com/national/two-dnc-members-endorse-booker/,,DNC members,,,1
2019-04-14,DNC member,,OH,Nan Whaley,Pete Buttigieg,D,https://www.daytondailynews.com/news/local/dayton-mayor-nan-whaley-endorses-pete-buttigieg-for-president/MmyzVi4dDvKgpvuxJramKP/,,DNC members,,,1
2019-04-18,DNC member,,MI,Michelle Deatrick,Bernie Sanders,D,https://www.detroitnews.com/story/news/politics/2019/04/19/early-presidential-fundraising-michigan-donors/3505825002/,,DNC members,,,1
2019-04-19,DNC member,,MA,Kate Donaghue,Elizabeth Warren,D,https://projects.fivethirtyeight.com/endorsements-2020-data/kate_donaghue_endorsement.png,,DNC members,,,1
2019-04-22,representative,,MA,Stephen F. Lynch,Joe Biden,D,https://twitter.com/hillarychabot/status/1120345230455255041,,Representatives,,8,3
2019-04-22,former DNC chair,,PA,Ed Rendell,Joe Biden,D,https://www.post-gazette.com/news/politics-local/2019/04/22/Joe-Biden-plans-Pittsburgh-rally-presidential-announcement-candidacy-Democrat/stories/201904220086?utm_medium=social&utm_source=twitter_PittsburghPG,,Former party leaders,,,5
2019-04-24,representative,,PA,Matt Cartwright,Joe Biden,D,http://www.politicspa.com/boyle-cartwright-and-evans-back-biden/91028/,,Representatives,,8,3
2019-04-25,DNC member,,DC,Symone Sanders,Joe Biden,D,https://apnews.com/2572f844ea074460a2f95243c433f9bc,,DNC members,,,1
2019-04-25,DNC member,,DC,Cristobal J. Alex,Joe Biden,D,https://twitter.com/cristobaljalex/status/1121364035528687616?s=21,,DNC members,,,1
2019-04-25,attorney general,,DE,Kathy Jennings,Joe Biden,D,https://www.facebook.com/149727352405928/posts/323362398375755?s=100000461722748&v=i&sfns=mo,36,Statewide officeholders,,,2
2019-04-25,representative,,PA,Dwight Evans,Joe Biden,D,http://www.politicspa.com/boyle-cartwright-and-evans-back-biden/91028/,,Representatives,,3,3
2019-04-25,representative,,PA,Brendan Boyle,Joe Biden,D,https://twitter.com/lauraolson/status/1121449705102348289,,Representatives,,2,3
2019-04-25,representative,,NY,Thomas Suozzi,Joe Biden,D,https://twitter.com/Tom_Suozzi/status/1121379897874767874,,Representatives,,3,3
2019-04-25,representative,,LA,Cedric Richmond,Joe Biden,D,https://www.vox.com/policy-and-politics/2019/4/28/18521515/joe-biden-support-electability-cedric-richmond-james-clyburn-anita-hill,,Representatives,,2,3
2019-04-25,representative,,DE,Lisa Blunt Rochester,Joe Biden,D,https://twitter.com/benyc/status/1121369759550005249?s=19,,Representatives,,0,3
2019-04-25,senator,,PA,Robert P. Casey Jr.,Joe Biden,D,https://twitter.com/JTHVerhovek/status/1121363322526470144,,Senators,,,6
2019-04-25,senator,,AL,Doug Jones,Joe Biden,D,https://twitter.com/dougjones/status/1121381353117843456,,Senators,,,6
2019-04-25,governor,,DE,John Carney,Joe Biden,D,https://www.instagram.com/p/Bwri44glSkb/,,Governors,,,8
2019-04-26,past presidential nominee,,MA,Michael Dukakis,Elizabeth Warren,D,https://www.wbur.org/news/2019/04/26/dukakis-biden-2020-campaign,8,Past nominees,,,5
2019-05-03,representative,,VA,A. Donald McEachin,Joe Biden,D,https://www.usatoday.com/story/news/politics/2019/05/03/2020-candidates-courting-congressional-black-caucus-members/3645701002/,,Representatives,,4,3
2019-05-12,state controller,,NV,Catherine Byrne,Elizabeth Warren,D,https://twitter.com/meganmesserly/status/1127732368779800576,133,Statewide officeholders,,,2
2019-05-14,representative,,TX,Filemon Vela,Joe Biden,D,https://twitter.com/heatherscope/status/1128390149115666433,,Representatives,,34,3
2019-05-20,former U.S. Senate majority leader,,SD,Tom Daschle,Joe Biden,D,https://www.cnbc.com/video/2019/05/20/a-lot-of-promise-in-cannabis-says-former-senate-majority-leader-tom-daschle.html,,Former party leaders,,,5
2019-05-21,DNC member,,NY,Dennis Mehiel,Joe Biden,D,https://twitter.com/ShaneGoldmacher/status/1130837901833572353,,DNC members,,,1
2019-05-23,representative,,WA,Kim Schrier,Jay Inslee,D,https://twitter.com/ZachMontellaro/status/1141475723812757504,,Representatives,,8,3
2019-05-30,speaker,,CA,Anthony Rendon,Kamala Harris,D,https://twitter.com/RendonAnthony/status/1134095064861331457,,State legislative leaders,House,,2
2019-05-30,representative,,FL,Al Lawson,Joe Biden,D,https://www.politico.com/story/2019/05/30/joe-biden-congressional-endorsements-1347598,,Representatives,,5,3
2019-06-09,senator,,MT,Jon Tester,Steve Bullock,D,https://www.cbsnews.com/news/steve-bullock-endorsed-by-jon-tester-fellow-montana-democrat/,,Senators,,,6
2019-06-14,DNC member,,NJ,George E. Norcross III,Cory Booker,D,https://newjerseyglobe.com/national/george-norcross-to-host-cory-booker-fundraiser/,,DNC members,,,1
2019-06-20,representative,,WA,Derek Kilmer,Jay Inslee,D,https://twitter.com/ZachMontellaro/status/1142098852910178304,,Representatives,,6,3
2019-06-20,representative,,TX,Al Green,Kamala Harris,D,https://www.politico.com/story/2019/06/20/al-green-endorses-kamala-harris-1372602,,Representatives,,9,3
2019-06-25,representative,,MO,William Lacy Clay Jr.,Kamala Harris,D,https://www.cnn.com/2019/06/25/politics/kamala-harris-william-lacy-clay-endorse-black-caucus/index.html,,Representatives,,1,3
2019-06-26,DNC member,,IA,Jan M. Bauer,Steve Bullock,D,https://www.politico.com/story/2019/06/26/steve-bullock-iowa-endorsement-1383638,,DNC members,,,1
2019-06-28,DNC member,,MI,Barry J. Goodman,Joe Biden,D,https://twitter.com/tmservo433/status/1144609060723077121,,DNC members,,,1
2019-06-28,attorney general,,MN,Keith Ellison,Bernie Sanders,D,https://twitter.com/keithellison/status/1144580524092067840,105,Statewide officeholders,,,2
2019-06-28,mayor,Atlanta,GA,Keisha Lance Bottoms,Joe Biden,D,https://abcnews.go.com/Politics/wireStory/biden-nabs-2020-endorsement-atlanta-mayor-bottoms-64012750,36,Mayors,,,3
2019-07-02,governor,,CT,Ned Lamont,Joe Biden,D,https://www.courant.com/politics/hc-pol-lamont-endorses-biden-20190702-mtds3jf2n5ct3ngxoekezamzue-story.html,,Governors,,,8
2019-07-03,representative,,CT,Jahana Hayes,Kamala Harris,D,https://www.essence.com/op-ed/jahana-hayes-endorses-kamala-harris-president/,,Representatives,,5,3
2019-07-17,minority leader,,TN,Jeff Yarbro,Pete Buttigieg,D,https://www.tennessean.com/story/news/politics/2019/07/17/mayor-pete-buttigieg-nashville-democrat-jeff-yarbro-announces-endorsement/1749874001/,,State legislative leaders,Senate,,2
2019-07-21,former U.S. House Democratic whip,,MI,David Bonior,Elizabeth Warren,D,https://twitter.com/nsroka/status/1153095256214253573,,Former party leaders,,,5
2019-07-22,DNC member,,VA,Leopoldo J. Martinez,Joe Biden,D,https://www.cnn.com/videos/spanish/2019/07/22/joe-biden-candidato-elecciones-eeuu-que-propone-economa-leopoldo-martinez-entrevista-rodriguez-dinero.cnn,,DNC members,,,1
2019-07-22,representative,,TX,Eddie Bernice Johnson,Joe Biden,D,https://www.politico.com/story/2019/07/22/biden-congressional-black-caucus-endorsement-1425686,,Representatives,,30,3
2019-07-22,mayor,Detroit,MI,Mike Duggan,Joe Biden,D,https://apnews.com/5ecbbd420f8541a3a93a733817fa7ed8,21,Mayors,,,3
2019-07-23,DNC member,,VT,Mary M. Sullivan,Bernie Sanders,D,https://twitter.com/JTHVerhovek/status/1153757689673060357,,DNC members,,,1
2019-07-23,state auditor,,VT,Doug Hoffer,Bernie Sanders,D,https://twitter.com/JTHVerhovek/status/1153757689673060357,211,Statewide officeholders,,,2
2019-07-23,state treasurer,,VT,Beth Pearce,Bernie Sanders,D,https://twitter.com/JTHVerhovek/status/1153757689673060357,210,Statewide officeholders,,,2
2019-07-23,attorney general,,VT,T.J. Donovan,Bernie Sanders,D,https://twitter.com/JTHVerhovek/status/1153757689673060357,209,Statewide officeholders,,,2
2019-07-23,president pro tem,,VT,Tim Ashe,Bernie Sanders,D,https://twitter.com/JTHVerhovek/status/1153757689673060357,,State legislative leaders,Senate,,2
2019-07-29,DNC member,,TN,William Owen,Joe Biden,D,https://www.tennessean.com/story/news/politics/2019/07/29/joe-biden-2020-former-vp-releases-tennessee-endorsement-list/1854813001/,,DNC members,,,1
2019-07-30,representative,,NM,Debra A. Haaland,Elizabeth Warren,D,https://twitter.com/AlxThomp/status/1156198339047809024,,Representatives,,1,3
2019-07-30,representative,,MI,Andy Levin,Elizabeth Warren,D,https://twitter.com/AlxThomp/status/1156198339047809024,,Representatives,,9,3
2019-07-30,representative,,MA,Katherine Clark,Elizabeth Warren,D,https://twitter.com/AlxThomp/status/1156198339047809024,,Representatives,,5,3
2019-07-30,representative,,AZ,Raul Grijalva,Elizabeth Warren,D,https://twitter.com/AlxThomp/status/1156198339047809024,,Representatives,,3,3
2019-08-13,state treasurer,,IL,Mike Frerichs,Elizabeth Warren,D,https://frerichsforillinois.com/illinois-state-treasurer-michael-frerichs-endorses-elizabeth-warren/,61,Statewide officeholders,,,2
2019-08-22,representative,,CA,J. Luis Correa,Joe Biden,D,https://www.ocregister.com/2019/08/22/rep-lou-correa-endorses-joe-biden-for-president/,,Representatives,,46,3
2019-08-31,DNC member,,MO,Curtis Wylde,Bernie Sanders,D,https://twitter.com/curtiswylde/status/1167939815490211840,,DNC members,,,1
2019-09-01,president,,ME,Troy Jackson,Bernie Sanders,D,https://www.youtube.com/watch?v=AfBmT0msJ6g&feature=youtu.be&t=575,,State legislative leaders,Senate,,2
2019-09-06,representative,,MD,Jamie Raskin,Elizabeth Warren,D,https://thekojonnamdishow.org/shows/2019-09-06/the-politics-hour-september-6-2019,,Representatives,,8,3
2019-09-12,attorney general,,MA,Maura Healey,Elizabeth Warren,D,https://twitter.com/maura_healey/status/1172210264151773185,97,Statewide officeholders,,,2
2019-09-12,Democratic caucus chairman,,MS,Derrick T. Simmons,Joe Biden,D,https://mississippitoday.org/2019/09/12/joe-biden-receives-2020-endorsement-from-eight-african-american-mississippi-lawmakers/,,State legislative leaders,Senate,,2
2019-09-14,DNC member,,CA,John A. Perez,Kamala Harris,D,https://twitter.com/daryongeronimo/status/1172955495684087808,,DNC members,,,1
2019-09-15,representative,,TX,Vicente Gonzalez,Joe Biden,D,https://www.politico.com/story/2019/09/15/texas-congressman-castro-biden-endorsement-1496180,,Representatives,,15,3
2019-09-18,state treasurer,,IA,Michael Fitzgerald,Elizabeth Warren,D,https://www.apnews.com/c3c2baefc7e247e8ac58fc1959945a74,72,Statewide officeholders,,,2
2019-09-19,representative,,NC,G.K. Butterfield,Joe Biden,D,https://twitter.com/scottwongDC/status/1174748571456983043?s=19,,Representatives,,1,3
2019-09-19,representative,,MO,Emanuel Cleaver,Joe Biden,D,https://twitter.com/scottwongDC/status/1174748571456983043?s=19,,Representatives,,5,3
2019-09-19,representative,,FL,Charlie Crist,Joe Biden,D,https://twitter.com/scottwongDC/status/1174748571456983043?s=19,,Representatives,,13,3
2019-10-10,DNC member,,NV,Alex Goff,Elizabeth Warren,D,https://twitter.com/meganmesserly/status/1182348991763116032,,DNC members,,,1
2019-10-10,minority leader,,MN,Susan Kent,Amy Klobuchar,D,https://blog.4president.org/2020/2019/10/more-than-70-federal-state-and-local-elected-officials-from-minnesota-endorse-us-senator-amy-klobuch.html,,State legislative leaders,Senate,,2
2019-10-10,representative,,MN,Betty McCollum,Amy Klobuchar,D,https://blog.4president.org/2020/2019/10/more-than-70-federal-state-and-local-elected-officials-from-minnesota-endorse-us-senator-amy-klobuch.html,,Representatives,,4,3
2019-10-15,representative,,MN,Ilhan Omar,Bernie Sanders,D,https://twitter.com/NYTnickc/status/1184310148191473666,,Representatives,,5,3
2019-10-18,former DNC chair,,CT,Chris Dodd,Joe Biden,D,https://www.courant.com/politics/hc-pol-dodd-endorses-biden-20191018-4kxzivowffhhbo4vhlwzmr6i2y-story.html,,Former party leaders,,,5
2019-10-19,representative,,NY,Alexandria Ocasio-Cortez,Bernie Sanders,D,https://www.cbsnews.com/news/alexandria-ocasio-cortez-to-endorse-bernie-sanders-queens-rally-democratic-primary-2019-10-19/,,Representatives,,14,3
2019-10-22,DNC member,,CO,Terry L. Tucker,Bernie Sanders,D,https://www.coloradopolitics.com/quick-hits/bernie-sanders-wins-endorsements-from-colorado-progressives/article_cba31ef4-f4e8-11e9-8a4a-b3464e40294f.html,,DNC members,,,1
2019-10-22,DNC member,,CO,Jeri D. Shepherd,Bernie Sanders,D,https://www.coloradopolitics.com/quick-hits/bernie-sanders-wins-endorsements-from-colorado-progressives/article_cba31ef4-f4e8-11e9-8a4a-b3464e40294f.html,,DNC members,,,1
2019-10-23,mayor,Philadelphia,PA,James F. Kenney,Elizabeth Warren,D,https://twitter.com/JimFKenney/status/1186945479919177728,5,Mayors,,,3
2019-10-26,representative,,CA,Katie Porter,Elizabeth Warren,D,https://twitter.com/katieporteroc/status/1188193604226797568,,Representatives,,45,3
2019-10-27,representative,,MI,Rashida Tlaib,Bernie Sanders,D,https://twitter.com/BernieSanders/status/1188575246737121280,,Representatives,,13,3
2019-10-28,former DNC chair,,OH,David Wilhelm,Joe Biden,D,https://www.dispatch.com/news/20191028/former-gop-officeholder-holding-central-ohio-fundraiser-for-joe-biden,,Former party leaders,,,5
2019-11-06,representative,,MA,Ayanna Pressley,Elizabeth Warren,D,https://www.nytimes.com/2019/11/06/us/politics/ayanna-pressley-endorses-elizabeth-warren.html,,Representatives,,7,3
2019-11-07,representative,,TX,Marc Veasey,Joe Biden,D,https://www.politico.com/news/2019/11/07/joe-biden-marc-veasey-endorsement-067079,,Representatives,,33,3
2019-11-13,Former 2020 candidate,,OH,Tim Ryan,Joe Biden,D,https://www.cleveland.com/open/2019/11/rep-tim-ryan-endorses-joe-bidens-presidential-run.html,,Candidates who have dropped out,,,5
2019-11-16,representative,,OR,Kurt Schrader,Joe Biden,D,https://www.kgw.com/article/news/politics/joe-biden-arrives-portland-private-fundraiser-president/283-f2243140-2c51-4c49-a053-b8f9374f6e48,,Representatives,,5,3
2019-11-21,DNC member,,GA,Ted Terry,Bernie Sanders,D,https://twitter.com/tedterry1/status/1197562865831546880,,DNC members,,,1
2019-11-22,representative,,CA,Salud Carbajal,Kamala Harris,D,https://www.politico.com/news/2019/11/22/harris-lands-4th-hispanic-caucus-endorsement-072897,,Representatives,,24,3
2019-11-25,representative,,NV,Dina Titus,Joe Biden,D,https://twitter.com/dinatitus/status/1198960490266808326,,Representatives,,1,3
2019-11-25,representative,,IN,Peter Visclosky,Pete Buttigieg,D,https://www.indystar.com/story/news/politics/elections/2019/11/25/u-s-rep-pete-visclosky-endorses-pete-buttigieg-president-democratic-primary/4296783002/,,Representatives,,1,3
2019-11-26,DNC member,,CA,Kerman Maddox,Joe Biden,D,https://blog.4president.org/2020/2019/11/21-california-state-legislators-and-community-leaders-endorse-joe-biden-for-president.html,,DNC members,,,1
2019-11-26,minority leader,,FL,Audrey Gibson,Joe Biden,D,https://www.politico.com/states/florida/story/2019/11/26/biden-wins-endorsement-of-top-florida-democrat-1229814,,State legislative leaders,Senate,,2
2019-11-30,representative,,IL,Jan Schakowsky,Elizabeth Warren,D,https://www.chicagotribune.com/politics/ct-elizabeth-warren-chicago-rally-20191130-iany6w3rvrflvmnf3ralusmvde-story.html,,Representatives,,9,3
2019-11-30,representative,,CA,John Garamendi,Joe Biden,D,https://blog.4president.org/2020/2019/11/california-congressman-john-garamendi-endorses-joe-biden-for-president.html,,Representatives,,3,3
2019-12-03,representative,,CA,Ami Bera,Joe Biden,D,https://www.sacbee.com/news/politics-government/capitol-alert/article237962089.html,,Representatives,,7,3
2019-12-05,DNC member,,PR,Maria E. Melendez Altieri,Joe Biden,D,https://blog.4president.org/2020/2019/12/joe-biden-picks-up-puerto-rican-endorsements.html,,DNC members,,,1
2019-12-05,past presidential nominee,,MA,John Kerry,Joe Biden,D,https://www.desmoinesregister.com/story/news/elections/presidential/caucus/2019/12/05/john-kerry-campaign-iowa-joe-biden-after-making-endorsement-2020-iowa-caucuses/2617918001/,4,Past nominees,,,5
2019-12-06,Former 2020 candidate,,CO,John Hickenlooper,Michael Bennet,D,https://apnews.com/2cb807d5971c91534cf488d38571b462,,Candidates who have dropped out,,,5
2019-12-08,attorney general,,CO,Phil Weiser,Michael Bennet,D,https://michaelbennet.com/resources/,28,Statewide officeholders,,,2
2019-12-09,secretary of state,,CT,Denise Merrill,Elizabeth Warren,D,https://www.middletownpress.com/middletown/article/Denise-Merrill-endorses-Warren-citing-election-14891796.php,31,Statewide officeholders,,,2
2019-12-10,mayor,Stockton,CA,Michael D. Tubbs,Michael Bloomberg,D,https://www.sfchronicle.com/politics/article/Mike-Bloomberg-wins-key-backing-in-California-and-14897154.php,57,Mayors,,,3
2019-12-11,DNC member,,CA,Bob Mulholland,Joe Biden,D,https://twitter.com/ccadelago/status/1204770998844829696,,DNC members,,,1
2019-12-11,lieutenant governor,,RI,Dan McKee,Joe Biden,D,https://blog.4president.org/2020/2019/12/rhode-island-leaders-endorse-joe-biden-for-president.html,181,Statewide officeholders,,,2
2019-12-13,representative,,CA,Lucille Roybal-Allard,Joe Biden,D,https://twitter.com/JTHVerhovek/status/1205565744953643009,,Representatives,,40,3
2019-12-17,mayor,St. Paul,MN,Melvin Carter,Amy Klobuchar,D,https://twitter.com/amandawgolden/status/1206916251685142529,59,Mayors,,,3
2019-12-18,speaker,,NH,Steve Shurtleff,Joe Biden,D,https://twitter.com/chrisdonato04/status/1207373446545588224,,State legislative leaders,House,,2
2019-12-20,DNC member,,TX,Carla Brailey,Michael Bloomberg,D,https://www.mcclatchydc.com/news/politics-government/election/article238540528.html,,DNC members,,,1
2019-12-23,DNC member,,DC,Keith Michael Harper,Pete Buttigieg,D,https://www.usatoday.com/story/news/politics/elections/2019/12/23/election-2020-pete-buttigieg-gets-218-foreign-policy-endorsements/2712988001/,,DNC members,,,1
2019-12-23,representative,,CA,Tony Cárdenas,Joe Biden,D,https://apnews.com/9844e81c03dbf3623b1944e7adc9de1c,,Representatives,,29,3
2020-01-01,DNC member,,MI,Mark LaChey,Pete Buttigieg,D,https://twitter.com/GeorgeHornedo/status/1212457740469198849,,DNC members,,,1
2020-01-02,representative,,IA,Abby Finkenauer,Joe Biden,D,https://twitter.com/IAStartingLine/status/1212716275794878465,,Representatives,,1,3
2020-01-03,DNC member,,DC,Jeff Berman,Tom Steyer,D,https://blog.4president.org/2020/2020/01/tom-steyer-campaign-hires-jeff-berman-as-senior-adviser.html,,DNC members,,,1
